username,bio,followers,following,posts,account_age_days,has_profile_pic,verified,digits_in_username,username_len,numeric_ratio,special_chars,bio_len,contains_link,contains_offer,contains_money,label
arpita.chauhan,Engineer. Coffee lover. Building stuff. Open to connect,199,32,156,1307,1,0,0,14,0.0,1,55,0,0,0,0
ravichauhan,Student | CSE | Learning every day Based in India,284,34,491,1105,1,0,0,11,0.0,0,49,0,0,1,0
tushar.agarwal,Software dev. Open to collaborations.,219,15,147,1814,1,0,0,14,0.0,1,37,0,0,0,0
rahul.agarwal,I love programming and hiking. Based in India,510,772,104,700,1,0,0,13,0.0,1,45,0,0,0,0
sarachauhan,Teaching coding to kids.,182,280,21,2799,1,0,0,11,0.0,0,24,0,0,0,0
ravikumar,Helping startups grow. Ex-Product Manager.,28,108,287,2822,1,0,0,9,0.0,0,42,0,0,0,0
ishapatel,Helping startups grow. Ex-Product Manager. Always learning,581,20,14,1667,1,0,0,9,0.0,0,58,0,0,1,0
john14123,Work from home earn $$$ daily http://bit.ly/offer #offer,6,636,2,1,0,0,5,9,0.5555555555555556,0,56,1,1,1,1
arpita_mehta,I love programming and hiking.,292,88,233,1728,1,0,0,12,0.0,1,30,0,0,0,0
ravi.kaushal,Foodie. Runner. Occasional poet. Loves music,80,250,310,188,1,0,0,12,0.0,1,44,0,0,0,0
ishakumar,Foodie. Runner. Occasional poet.,40,402,135,1040,1,0,0,9,0.0,0,32,0,0,0,0
arpitadas,Photographer. Traveler. Mom of two. Open to connect,52,241,213,376,0,0,0,9,0.0,0,51,0,0,0,0
amit.kumar,Photographer. Traveler. Mom of two. Always learning,33,141,252,1218,0,0,0,10,0.0,1,51,0,0,1,0
ishakaushal,Helping startups grow. Ex-Product Manager.,900,153,75,1790,1,1,0,11,0.0,0,42,0,0,0,0
priya.patel,Helping startups grow. Ex-Product Manager.,565,135,95,2166,1,0,0,11,0.0,1,42,0,0,0,0
xx10b8vk9,Work from home earn $$$ daily visit my page #giveaway,89,258,8,89,0,0,4,9,0.4444444444444444,0,53,0,1,1,1
anandagarwal,Software dev. Open to collaborations.,203,170,40,1146,1,0,0,12,0.0,0,37,0,0,0,0
xggnbylklyu4483,"Get likes instantly, guaranteed results",20,56,5,536,0,0,4,15,0.26666666666666666,0,39,0,0,0,1
arpitachauhan,Engineer. Coffee lover. Building stuff.,894,72,27,30,1,0,0,13,0.0,0,39,0,0,0,0
mohitpatel,Helping startups grow. Ex-Product Manager. Open to connect,10,78,117,891,1,0,0,10,0.0,0,58,0,0,0,0
adtgrrkxf2685,Buy followers cheap. Get verified now! visit my page,40,220,11,70,0,0,4,13,0.3076923076923077,0,52,0,1,0,1
mohitsingh,Engineer. Coffee lover. Building stuff.,89,55,91,1501,1,0,0,10,0.0,0,39,0,0,0,0
rahul.kumar,Teaching coding to kids.,427,46,185,1154,1,0,0,11,0.0,1,24,0,0,0,0
priyasingh,Student | CSE | Learning every day,448,82,124,930,1,0,0,10,0.0,0,34,0,0,1,0
priyagupta,Student | CSE | Learning every day,68,270,8,915,1,0,0,10,0.0,0,34,0,0,1,0
arpita.verma,Helping startups grow. Ex-Product Manager. Always learning,622,86,192,1531,1,0,0,12,0.0,1,58,0,0,1,0
isha.patel,Teaching coding to kids.,115,472,20,1176,1,0,0,10,0.0,1,24,0,0,0,0
nehachauhan,I love programming and hiking.,25,43,431,137,1,0,0,11,0.0,0,30,0,0,0,0
alex59373,DM for offers. Limited time. Visit my site visit my page #offer,187,236,51,1,0,0,5,9,0.5555555555555556,0,63,0,1,0,1
real60759,Click link to win free iPhone!!! http://bit.ly/offer,60,537,90,199,0,0,5,9,0.5555555555555556,0,52,1,1,0,1
mzsiqavii6973,Buy followers cheap. Get verified now! http://bit.ly/offer #offer,15,557,1,115,0,0,4,13,0.3076923076923077,0,65,1,1,0,1
arpitagupta,Design enthusiast. Likes cats and coffee.,107,32,50,2391,1,0,0,11,0.0,0,41,0,0,0,0
mohit.mehta,Design enthusiast. Likes cats and coffee.,141,282,116,1041,1,0,0,11,0.0,1,41,0,0,0,0
john68816,"Get likes instantly, guaranteed results http://bit.ly/offer",135,507,32,1,1,0,5,9,0.5555555555555556,0,59,1,1,0,1
realsam187,"Get likes instantly, guaranteed results http://bit.ly/offer #offer",31,224,2,188,1,0,3,10,0.3,0,66,1,1,0,1
priyasingh,I love programming and hiking. Based in India,55,143,100,1514,1,0,0,10,0.0,0,45,0,0,0,0
rahul.yadav,Helping startups grow. Ex-Product Manager. Loves music,294,584,130,690,1,0,0,11,0.0,1,54,0,0,0,0
tushar_singh,Helping startups grow. Ex-Product Manager.,19,41,4,1245,1,0,0,12,0.0,1,42,0,0,0,0
neha.singh,Photographer. Traveler. Mom of two.,408,256,21,979,1,0,0,10,0.0,1,35,0,0,0,0
tushar.mehta,Photographer. Traveler. Mom of two. Open to connect,107,57,69,1414,0,1,0,12,0.0,1,51,0,0,0,0
rahulagarwal,Software dev. Open to collaborations.,88,134,78,772,1,0,0,12,0.0,0,37,0,0,0,0
ishapatel,Photographer. Traveler. Mom of two.,543,143,112,1320,1,0,0,9,0.0,0,35,0,0,0,0
wdkqmzkegd3020,"Best crypto signals, 100% profit #free",41,93,4,360,1,0,4,14,0.2857142857142857,0,38,0,1,1,1
bbkzhcafcsk5592,DM for offers. Limited time. Visit my site https://tiny.one/deal,11,61,70,1,0,0,4,15,0.26666666666666666,0,64,1,1,0,1
amit.yadav,I love programming and hiking.,10,324,232,604,1,0,0,10,0.0,1,30,0,0,0,0
neha.yadav,Software dev. Open to collaborations.,47,239,154,868,1,0,0,10,0.0,1,37,0,0,0,0
dotc6cqk,Work from home earn $$$ daily visit my page #offer,76,1386,23,1,1,0,1,8,0.125,0,50,0,1,1,1
anand.verma,Teaching coding to kids.,553,46,11,698,1,0,0,11,0.0,1,24,0,0,0,0
rahulmehta,Teaching coding to kids. Open to connect,364,103,378,645,1,0,0,10,0.0,0,40,0,0,0,0
nehaverma,Student | CSE | Learning every day Based in India,886,59,61,1403,1,0,0,9,0.0,0,49,0,0,1,0
gurushop20,Click link to win free iPhone!!! http://bit.ly/offer #offer,25,26,13,23,1,0,2,10,0.2,0,59,1,1,0,1
mndatukimet6960,Buy followers cheap. Get verified now! #free,21,741,32,1,0,0,4,15,0.26666666666666666,0,44,0,1,0,1
manish_agarwal,Teaching coding to kids.,49,91,70,1504,1,0,0,14,0.0,1,24,0,0,0,0
amitmehta,Teaching coding to kids. Loves music,368,42,68,844,1,0,0,9,0.0,0,36,0,0,0,0
nehayadav,Foodie. Runner. Occasional poet.,33,197,19,2265,1,0,0,9,0.0,0,32,0,0,0,0
priyamehta,Software dev. Open to collaborations. Loves music,726,161,28,30,1,1,0,10,0.0,0,49,0,0,0,0
mohitgupta,Software dev. Open to collaborations. Open to connect,142,370,155,1912,1,0,0,10,0.0,0,53,0,0,0,0
mhetsy8020,"Best crypto signals, 100% profit",112,1261,1,209,0,0,4,10,0.4,0,32,0,0,1,1
hljjlsacqa4509,DM for offers. Limited time. Visit my site https://tiny.one/deal #giveaway,39,674,28,1,0,0,4,14,0.2857142857142857,0,74,1,1,0,1
dlrfddx3345,Buy followers cheap. Get verified now!,79,636,1,209,1,0,4,11,0.36363636363636365,0,38,0,1,0,1
sara.das,Photographer. Traveler. Mom of two.,186,38,61,1159,1,0,0,8,0.0,1,35,0,0,0,0
ravi.yadav,Photographer. Traveler. Mom of two. Open to connect,239,193,163,1002,1,0,0,10,0.0,1,51,0,0,0,0
saragupta,I love programming and hiking.,542,48,19,1052,1,0,0,9,0.0,0,30,0,0,0,0
amit.mehta,I love programming and hiking.,1103,369,104,1350,1,0,0,10,0.0,1,30,0,0,0,0
_jh01ao,Work from home earn $$$ daily,199,51,7,1,1,0,2,7,0.2857142857142857,1,29,0,0,1,1
arpitakumar,I love programming and hiking.,790,13,119,2226,1,0,0,11,0.0,0,30,0,0,0,0
manish_das,I love programming and hiking. Open to connect,268,211,44,2019,1,0,0,10,0.0,1,46,0,0,0,0
anna70658,"Get likes instantly, guaranteed results http://bit.ly/offer #offer",10,876,16,1,0,0,5,9,0.5555555555555556,0,66,1,1,0,1
tusharyadav,Photographer. Traveler. Mom of two.,430,250,34,2047,1,0,0,11,0.0,0,35,0,0,0,0
manish.mehta,I love programming and hiking. Based in India,169,679,90,1358,1,0,0,12,0.0,1,45,0,0,0,0
amit.kaushal,Engineer. Coffee lover. Building stuff.,46,98,454,1840,1,0,0,12,0.0,1,39,0,0,0,0
arpita.kaushal,Photographer. Traveler. Mom of two.,639,86,13,886,1,0,0,14,0.0,1,35,0,0,0,0
ycuojutps5789,Buy followers cheap. Get verified now! http://bit.ly/offer,64,186,30,1,0,0,4,13,0.3076923076923077,0,58,1,1,0,1
officialjohn87,"Get likes instantly, guaranteed results",75,240,11,1,0,0,2,14,0.14285714285714285,0,39,0,0,0,1
anand_verma,Photographer. Traveler. Mom of two.,141,91,111,791,1,0,0,11,0.0,1,35,0,0,0,0
dotsqbb,Official reseller contact now https://tiny.one/deal,37,555,6,442,0,0,0,7,0.0,0,51,1,0,0,1
newsjohn414,Work from home earn $$$ daily https://tiny.one/deal,16,1354,25,657,0,0,3,11,0.2727272727272727,0,51,1,0,1,1
amitsharma,Photographer. Traveler. Mom of two.,10,192,106,1976,1,0,0,10,0.0,0,35,0,0,0,0
ravi.mehta,Software dev. Open to collaborations. Always learning,236,89,12,498,1,0,0,10,0.0,1,53,0,0,1,0
bgbdkvd9106,"Get likes instantly, guaranteed results #offer",2,19,25,1,0,0,4,11,0.36363636363636365,0,46,0,1,0,1
priyamehta,I love programming and hiking. Open to connect,231,142,41,634,1,0,0,10,0.0,0,46,0,0,0,0
bsqheorskeg6877,"Best crypto signals, 100% profit",10,308,6,256,0,0,4,15,0.26666666666666666,0,32,0,0,1,1
neha.singh,Design enthusiast. Likes cats and coffee. Loves music,85,207,157,950,1,0,0,10,0.0,1,53,0,0,0,0
isha.kumar,Helping startups grow. Ex-Product Manager.,22,63,586,2182,1,0,0,10,0.0,1,42,0,0,0,0
rirhyxacjkh4761,"Get likes instantly, guaranteed results http://bit.ly/offer",45,618,0,1,0,0,4,15,0.26666666666666666,0,59,1,1,0,1
zizmvbrarbwg3541,DM for offers. Limited time. Visit my site,42,1267,69,106,1,0,4,16,0.25,0,42,0,1,0,1
manish_sharma,Software dev. Open to collaborations.,233,122,435,820,1,0,0,13,0.0,1,37,0,0,0,0
anandverma,Student | CSE | Learning every day,188,54,95,1351,1,0,0,10,0.0,0,34,0,0,1,0
ravi.chauhan,Software dev. Open to collaborations. Based in India,182,174,66,1211,0,0,0,12,0.0,1,52,0,0,0,0
guru10081,Click link to win free iPhone!!!,88,545,8,1,0,0,5,9,0.5555555555555556,0,32,0,1,0,1
amit.yadav,I love programming and hiking.,822,486,35,1385,1,0,0,10,0.0,1,30,0,0,0,0
tusharkaushal,Engineer. Coffee lover. Building stuff.,226,5,42,1921,1,0,0,13,0.0,0,39,0,0,0,0
mohit.verma,I love programming and hiking.,184,198,122,500,1,0,0,11,0.0,1,30,0,0,0,0
arpita.mehta,Design enthusiast. Likes cats and coffee.,249,18,80,1970,1,0,0,12,0.0,1,41,0,0,0,0
tusharagarwal,Helping startups grow. Ex-Product Manager. Loves music,416,236,700,1188,1,0,0,13,0.0,0,54,0,0,0,0
priyachauhan,I love programming and hiking. Open to connect,119,116,291,30,1,0,0,12,0.0,0,46,0,0,0,0
manishkumar,Photographer. Traveler. Mom of two.,345,428,34,939,1,0,0,11,0.0,0,35,0,0,0,0
sara.singh,Design enthusiast. Likes cats and coffee.,113,143,423,1792,1,0,0,10,0.0,1,41,0,0,0,0
arpitadas,I love programming and hiking.,14,86,291,183,1,0,0,9,0.0,0,30,0,0,0,0
bot44245,DM for offers. Limited time. Visit my site contact now,27,243,49,1,0,0,5,8,0.625,0,54,0,1,0,1
priya.das,Photographer. Traveler. Mom of two.,430,140,668,645,1,0,0,9,0.0,1,35,0,0,0,0
tusharverma,Foodie. Runner. Occasional poet.,91,114,25,1156,1,0,0,11,0.0,0,32,0,0,0,0
litcefxjvne9372,Click link to win free iPhone!!! contact now,147,728,6,576,0,0,4,15,0.26666666666666666,0,44,0,1,0,1
manishpatel,Design enthusiast. Likes cats and coffee.,850,426,108,1721,1,0,0,11,0.0,0,41,0,0,0,0
tusharverma,Helping startups grow. Ex-Product Manager. Always learning,447,165,120,30,1,0,0,11,0.0,0,58,0,0,1,0
priyakumar,Helping startups grow. Ex-Product Manager.,10,256,4,1377,1,0,0,10,0.0,0,42,0,0,0,0
tech6234,"Get likes instantly, guaranteed results http://bit.ly/offer",45,387,69,1,1,0,4,8,0.5,0,59,1,1,0,1
guru59399,Buy followers cheap. Get verified now! https://tiny.one/deal,40,919,115,92,0,0,5,9,0.5555555555555556,0,60,1,1,0,1
raviyadav,Foodie. Runner. Occasional poet.,168,77,355,1561,1,0,0,9,0.0,0,32,0,0,0,0
manishdas,Teaching coding to kids. Based in India,156,8,63,232,1,0,0,9,0.0,0,39,0,0,0,0
ravi.agarwal,Helping startups grow. Ex-Product Manager.,92,231,445,1845,1,0,0,12,0.0,1,42,0,0,0,0
manishagarwal,Photographer. Traveler. Mom of two.,17,154,10,719,1,0,0,13,0.0,0,35,0,0,0,0
nehagupta,Foodie. Runner. Occasional poet.,815,290,160,1586,1,0,0,9,0.0,0,32,0,0,0,0
news62004,DM for offers. Limited time. Visit my site http://bit.ly/offer,173,625,51,418,0,0,5,9,0.5555555555555556,0,62,1,1,0,1
ravi.mehta,Software dev. Open to collaborations.,218,24,112,1397,1,0,0,10,0.0,1,37,0,0,0,0
nehasharma,Helping startups grow. Ex-Product Manager.,197,194,1,403,1,0,0,10,0.0,0,42,0,0,0,0
priyakaushal,Engineer. Coffee lover. Building stuff.,65,135,450,213,0,0,0,12,0.0,0,39,0,0,0,0
olauuktodrc9021,Work from home earn $$$ daily visit my page,62,462,7,1,1,0,4,15,0.26666666666666666,0,43,0,0,1,1
tusharverma,Photographer. Traveler. Mom of two.,158,49,507,939,1,0,0,11,0.0,0,35,0,0,0,0
official25181,"Best crypto signals, 100% profit https://tiny.one/deal #offer",1,125,30,1,0,0,5,13,0.38461538461538464,0,61,1,1,1,1
alex21537,Work from home earn $$$ daily #promo,11,41,12,276,0,0,5,9,0.5555555555555556,0,36,0,0,1,1
isha_singh,Foodie. Runner. Occasional poet.,740,385,172,1733,1,0,0,10,0.0,1,32,0,0,0,0
amit.kaushal,Student | CSE | Learning every day,16,305,280,1232,1,0,0,12,0.0,1,34,0,0,1,0
guru42135,Click link to win free iPhone!!! https://tiny.one/deal,13,933,25,529,0,0,5,9,0.5555555555555556,0,54,1,1,0,1
anand_chauhan,Helping startups grow. Ex-Product Manager. Based in India,1185,33,38,1705,1,0,0,13,0.0,1,57,0,0,0,0
shopjohn59,Official reseller contact now,10,34,130,1,0,0,2,10,0.2,0,29,0,0,0,1
isha.chauhan,Photographer. Traveler. Mom of two.,10,360,68,1353,1,0,0,12,0.0,1,35,0,0,0,0
arpitachauhan,Engineer. Coffee lover. Building stuff.,695,521,1,2158,1,0,0,13,0.0,0,39,0,0,0,0
alexshop959,"Get likes instantly, guaranteed results #free",3,144,22,69,1,0,3,11,0.2727272727272727,0,45,0,1,0,1
mohitkumar,Photographer. Traveler. Mom of two. Always learning,280,41,245,1991,1,0,0,10,0.0,0,51,0,0,1,0
anna21541,Official reseller contact now https://tiny.one/deal #giveaway,171,156,13,135,1,0,5,9,0.5555555555555556,0,61,1,1,0,1
johnstore507,"Get likes instantly, guaranteed results visit my page",34,77,11,1,1,0,3,12,0.25,0,53,0,0,0,1
officialofficial606,Click link to win free iPhone!!! #offer,20,368,17,1,1,0,3,19,0.15789473684210525,0,39,0,1,0,1
rahul.verma,Student | CSE | Learning every day,16,281,465,2323,1,0,0,11,0.0,1,34,0,0,1,0
ravigupta,I love programming and hiking. Open to connect,82,78,30,280,1,0,0,9,0.0,0,46,0,0,0,0
priya_kumar,Photographer. Traveler. Mom of two.,132,238,123,1404,1,0,0,11,0.0,1,35,0,0,0,0
sarasingh,Foodie. Runner. Occasional poet. Based in India,146,109,123,1568,1,0,0,9,0.0,0,47,0,0,0,0
manish.mehta,Foodie. Runner. Occasional poet.,94,92,126,1381,1,0,0,12,0.0,1,32,0,0,0,0
news23238,"Get likes instantly, guaranteed results",106,1422,26,176,1,0,5,9,0.5555555555555556,0,39,0,0,0,1
x2vzpy9q,Official reseller contact now contact now #promo,26,318,1,1,0,0,2,8,0.25,0,48,0,0,0,1
tusharsharma,Photographer. Traveler. Mom of two. Open to connect,63,312,90,487,1,0,0,12,0.0,0,51,0,0,0,0
zrraiz1718,Official reseller contact now https://tiny.one/deal,96,691,6,1,0,0,4,10,0.4,0,51,1,0,0,1
sara_singh,Foodie. Runner. Occasional poet.,37,58,380,2000,1,0,0,10,0.0,1,32,0,0,0,0
priya.chauhan,Foodie. Runner. Occasional poet.,272,91,246,3149,1,0,0,13,0.0,1,32,0,0,0,0
sara_kumar,Helping startups grow. Ex-Product Manager.,222,24,20,1779,0,0,0,10,0.0,1,42,0,0,0,0
_8xkv4vtc,Click link to win free iPhone!!! contact now,18,1018,28,118,0,0,2,9,0.2222222222222222,1,44,0,1,0,1
tushar_das,Photographer. Traveler. Mom of two. Always learning,85,7,16,524,1,0,0,10,0.0,1,51,0,0,1,0
ravi.kumar,Teaching coding to kids. Loves music,139,139,193,1713,0,0,0,10,0.0,1,36,0,0,0,0
anandmehta,I love programming and hiking. Always learning,36,104,99,2256,1,0,0,10,0.0,0,46,0,0,1,0
nfzaqink3051,Official reseller contact now #giveaway,9,824,23,150,0,0,4,12,0.3333333333333333,0,39,0,1,0,1
ravisharma,Helping startups grow. Ex-Product Manager.,243,240,79,1518,1,0,0,10,0.0,0,42,0,0,0,0
newsjohn797,Official reseller contact now visit my page #free,37,509,8,1,0,0,3,11,0.2727272727272727,0,49,0,1,0,1
xxm3kww,DM for offers. Limited time. Visit my site,118,442,1,574,0,0,1,7,0.14285714285714285,0,42,0,1,0,1
nehapatel,Student | CSE | Learning every day,474,136,337,952,1,0,0,9,0.0,0,34,0,0,1,0
amitkumar,Teaching coding to kids. Based in India,93,105,343,1447,1,0,0,9,0.0,0,39,0,0,0,0
siprcwycsjaq8502,Buy followers cheap. Get verified now!,97,46,40,298,0,0,4,16,0.25,0,38,0,1,0,1
botstore791,Official reseller contact now visit my page #free,19,98,5,1,1,0,3,11,0.2727272727272727,0,49,0,1,0,1
ravi_verma,Student | CSE | Learning every day,115,29,52,797,1,0,0,10,0.0,1,34,0,0,1,0
techanna275,"Best crypto signals, 100% profit visit my page #offer",42,291,8,238,1,0,3,11,0.2727272727272727,0,53,0,1,1,1
real42970,DM for offers. Limited time. Visit my site https://tiny.one/deal,70,201,27,186,0,0,5,9,0.5555555555555556,0,64,1,1,0,1
ananddas,Software dev. Open to collaborations.,49,27,63,715,1,0,0,8,0.0,0,37,0,0,0,0
johnguru885,Official reseller contact now #giveaway,3,70,39,320,1,0,3,11,0.2727272727272727,0,39,0,1,0,1
dott9zsuv41,Click link to win free iPhone!!! https://tiny.one/deal #offer,50,145,16,734,0,0,3,11,0.2727272727272727,0,61,1,1,0,1
amitverma,Foodie. Runner. Occasional poet.,79,399,55,1500,0,0,0,9,0.0,0,32,0,0,0,0
ishamehta,Photographer. Traveler. Mom of two. Based in India,355,3,69,1687,1,0,0,9,0.0,0,50,0,0,0,0
rahulverma,Foodie. Runner. Occasional poet.,22,312,36,30,1,0,0,10,0.0,0,32,0,0,0,0
manish.gupta,Photographer. Traveler. Mom of two.,339,325,123,1858,1,0,0,12,0.0,1,35,0,0,0,0
_e45b,"Best crypto signals, 100% profit https://tiny.one/deal",21,827,6,467,0,0,2,5,0.4,1,54,1,0,1,1
qvzdiif5308,Buy followers cheap. Get verified now! https://tiny.one/deal,42,684,9,1,0,0,4,11,0.36363636363636365,0,60,1,1,0,1
ravi.singh,Design enthusiast. Likes cats and coffee.,511,531,118,30,1,0,0,10,0.0,1,41,0,0,0,0
arpita.mehta,Software dev. Open to collaborations.,324,467,15,1811,1,0,0,12,0.0,1,37,0,0,0,0
rahulchauhan,Photographer. Traveler. Mom of two.,520,389,80,415,1,0,0,12,0.0,0,35,0,0,0,0
officialanna972,Click link to win free iPhone!!! https://tiny.one/deal,4,287,5,392,0,0,3,15,0.2,0,54,1,1,0,1
vdpwqqq966,Work from home earn $$$ daily,3,878,11,1,0,0,3,10,0.3,0,29,0,0,1,1
xxzqafq,"Get likes instantly, guaranteed results",45,46,8,45,1,0,0,7,0.0,0,39,0,0,0,1
storestore328,Buy followers cheap. Get verified now!,12,1354,8,511,0,0,3,13,0.23076923076923078,0,38,0,1,0,1
ishakumar,Helping startups grow. Ex-Product Manager. Loves music,52,165,431,1340,1,0,0,9,0.0,0,54,0,0,0,0
anandyadav,Student | CSE | Learning every day,593,129,782,427,1,0,0,10,0.0,0,34,0,0,1,0
life61452,DM for offers. Limited time. Visit my site https://tiny.one/deal #free,56,38,98,1,0,0,5,9,0.5555555555555556,0,70,1,1,0,1
sara.kaushal,Photographer. Traveler. Mom of two. Open to connect,244,72,13,642,1,0,0,12,0.0,1,51,0,0,0,0
arpitayadav,Student | CSE | Learning every day,10,119,271,395,1,0,0,11,0.0,0,34,0,0,1,0
qsgpxfoi6846,Click link to win free iPhone!!! contact now,8,89,6,1,0,0,4,12,0.3333333333333333,0,44,0,1,0,1
_7ujj3,"Best crypto signals, 100% profit http://bit.ly/offer #promo",78,1180,73,230,0,0,2,6,0.3333333333333333,1,59,1,1,1,1
manish.mehta,Photographer. Traveler. Mom of two.,119,23,306,955,1,0,0,12,0.0,1,35,0,0,0,0
manishmehta,Student | CSE | Learning every day Based in India,303,36,84,1999,1,0,0,11,0.0,0,49,0,0,1,0
priya.patel,Engineer. Coffee lover. Building stuff.,181,907,8,481,1,0,0,11,0.0,1,39,0,0,0,0
ishadas,I love programming and hiking. Loves music,131,131,104,2109,1,0,0,7,0.0,0,42,0,0,0,0
manishchauhan,I love programming and hiking.,623,558,245,469,1,0,0,13,0.0,0,30,0,0,0,0
arpitadas,Helping startups grow. Ex-Product Manager. Always learning,570,159,262,536,1,0,0,9,0.0,0,58,0,0,1,0
tushar.patel,Design enthusiast. Likes cats and coffee. Always learning,114,125,50,30,1,0,0,12,0.0,1,57,0,0,1,0
manish.sharma,Student | CSE | Learning every day,977,75,15,648,1,0,0,13,0.0,1,34,0,0,1,0
manish.singh,Photographer. Traveler. Mom of two.,35,49,93,1233,1,0,0,12,0.0,1,35,0,0,0,0
arpita_sharma,Software dev. Open to collaborations.,170,321,201,30,1,0,0,13,0.0,1,37,0,0,0,0
ozcrmp1886,DM for offers. Limited time. Visit my site https://tiny.one/deal,19,743,1,1,1,0,4,10,0.4,0,64,1,1,0,1
dot1fe1yen,Click link to win free iPhone!!! https://tiny.one/deal #giveaway,0,793,12,1,0,0,2,10,0.2,0,64,1,1,0,1
ravidas,Software dev. Open to collaborations. Open to connect,808,392,185,796,1,0,0,7,0.0,0,53,0,0,0,0
annanews13,Official reseller contact now visit my page,32,367,73,1,1,0,2,10,0.2,0,43,0,0,0,1
rahul.kumar,Design enthusiast. Likes cats and coffee. Always learning,72,225,77,1631,1,0,0,11,0.0,1,57,0,0,1,0
tech87162,Buy followers cheap. Get verified now! #offer,134,46,14,1,1,0,5,9,0.5555555555555556,0,45,0,1,0,1
wzjjuvtayso5656,DM for offers. Limited time. Visit my site,48,86,68,1,0,0,4,15,0.26666666666666666,0,42,0,1,0,1
neha.mehta,Design enthusiast. Likes cats and coffee. Based in India,738,36,19,915,1,0,0,10,0.0,1,56,0,0,0,0
wgbtedm881,Work from home earn $$$ daily https://tiny.one/deal,29,456,1,1,0,0,3,10,0.3,0,51,1,0,1,1
qlsclpkdwn1753,Buy followers cheap. Get verified now! https://tiny.one/deal,12,1340,47,427,0,0,4,14,0.2857142857142857,0,60,1,1,0,1
nehadas,Software dev. Open to collaborations. Loves music,96,480,150,30,1,0,0,7,0.0,0,49,0,0,0,0
dotp2wnv2,Buy followers cheap. Get verified now! contact now,3,1198,63,118,0,0,2,9,0.2222222222222222,0,50,0,1,0,1
john32922,Work from home earn $$$ daily http://bit.ly/offer #giveaway,18,249,3,1,0,0,5,9,0.5555555555555556,0,59,1,1,1,1
priya.singh,Engineer. Coffee lover. Building stuff.,258,633,104,1366,1,0,0,11,0.0,1,39,0,0,0,0
dot1dfsts,"Best crypto signals, 100% profit",20,968,11,1,1,0,1,9,0.1111111111111111,0,32,0,0,1,1
arpitasingh,Teaching coding to kids. Loves music,64,42,219,1902,1,0,0,11,0.0,0,36,0,0,0,0
cbwjnhhu2866,Click link to win free iPhone!!! #promo,11,194,12,1,1,0,4,12,0.3333333333333333,0,39,0,1,0,1
priya.chauhan,Foodie. Runner. Occasional poet.,860,536,34,416,1,0,0,13,0.0,1,32,0,0,0,0
real26088,Official reseller contact now,35,308,46,1,0,0,5,9,0.5555555555555556,0,29,0,0,0,1
_po3cvs3zrb,Buy followers cheap. Get verified now! contact now #offer,132,241,13,1,0,0,2,11,0.18181818181818182,1,57,0,1,0,1
bot15277,Click link to win free iPhone!!! contact now,11,19,20,1,1,0,5,8,0.625,0,44,0,1,0,1
guru85875,Buy followers cheap. Get verified now! http://bit.ly/offer,15,26,5,225,0,0,5,9,0.5555555555555556,0,58,1,1,0,1
